analysis,setting,subset,model_id,task_id,total_turn,history_group,earlier_non_pass_count,final_pass,cell_id
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,9a05051ce9e275695f4b49bf,2,at_least_one_earlier_non_pass,1,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,9c74edf900020dff2741ee21,3,at_least_one_earlier_non_pass,2,1,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,9f6ab586a4a1eda4f1828d39,3,all_earlier_turns_passed,0,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,a3045dd878c9235e7d26de84,5,at_least_one_earlier_non_pass,4,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,b0b8d5adc9c586600826f226,3,all_earlier_turns_passed,0,1,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,b4e1056e5ea2a627db586be4,3,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,c9d7e4ce8c67c1b9e7740119,3,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,cb7b2e7a05a1dcf87e87211d,3,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,cf95a66e04f941a76d4b3552,3,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,dcb5dab97ac7ba282aeed44a,4,at_least_one_earlier_non_pass,3,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,de0fedd9a18a6ee04611cd53,4,at_least_one_earlier_non_pass,3,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,e5d0241661065416a4e451e1,4,all_earlier_turns_passed,0,1,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,eb78c124cc256ca338de74e5,3,all_earlier_turns_passed,0,1,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,ed043aa2b7edbdb82b5c8faf,4,at_least_one_earlier_non_pass,3,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,efdbcbf31edb2be45f57c55b,5,at_least_one_earlier_non_pass,4,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_30b_a3b_thinking,fa45139dab549d317045f5c4,4,at_least_one_earlier_non_pass,3,0,java_repository__rq1__qwen3_30b_a3b_thinking__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,065b76257acf1ce27409b5aa,2,at_least_one_earlier_non_pass,1,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,06cff9f66a61a3ff7ba32db9,3,all_earlier_turns_passed,0,1,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,0fa49588ebdc16e8fd289f95,2,at_least_one_earlier_non_pass,1,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,21dcaa4767c22bb361a2b693,5,at_least_one_earlier_non_pass,4,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,29066589401870d85f4e87b3,5,at_least_one_earlier_non_pass,3,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,30451f707c66320050999389,3,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,3311fcb30839fc3620dccd19,3,all_earlier_turns_passed,0,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,38770cee6b092a934344568e,4,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,3ac2084e8f23beb3709c38d6,2,all_earlier_turns_passed,0,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,4651056ca39b311b1f771f62,3,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,4959408a29d07ab85f1fdf99,3,at_least_one_earlier_non_pass,1,1,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,4c84a38cf9b090d553a8095e,3,at_least_one_earlier_non_pass,1,1,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,6165d0ab365701ed7777595c,3,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,6401c9b71d6a8ccb623af22c,2,all_earlier_turns_passed,0,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,6712ca73ea1cb5649aa72a63,3,at_least_one_earlier_non_pass,1,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,67d3cc15a7fcfae7fc274087,4,all_earlier_turns_passed,0,1,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,697f7351aaff39abd8dd4696,4,at_least_one_earlier_non_pass,3,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,6a7812356745fb480384dc14,2,at_least_one_earlier_non_pass,1,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,6f8e8f1f18bd0ff1f3419f91,4,at_least_one_earlier_non_pass,3,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,73b5560db41ec359450f1ff1,4,at_least_one_earlier_non_pass,3,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,77f9a38b126a73038c8f78f0,2,at_least_one_earlier_non_pass,1,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,892c3ff660b30a2824182053,3,all_earlier_turns_passed,0,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,895990b3a5c56f093bdb72e6,4,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,93ea73deeb0d977a08c039c9,3,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,9a05051ce9e275695f4b49bf,2,at_least_one_earlier_non_pass,1,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,9c74edf900020dff2741ee21,3,at_least_one_earlier_non_pass,2,1,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,9f6ab586a4a1eda4f1828d39,3,all_earlier_turns_passed,0,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,a3045dd878c9235e7d26de84,5,at_least_one_earlier_non_pass,4,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,b0b8d5adc9c586600826f226,3,all_earlier_turns_passed,0,1,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,b4e1056e5ea2a627db586be4,3,all_earlier_turns_passed,0,1,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,c9d7e4ce8c67c1b9e7740119,3,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,cb7b2e7a05a1dcf87e87211d,3,all_earlier_turns_passed,0,1,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,cf95a66e04f941a76d4b3552,3,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,dcb5dab97ac7ba282aeed44a,4,at_least_one_earlier_non_pass,3,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,de0fedd9a18a6ee04611cd53,4,all_earlier_turns_passed,0,1,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,e5d0241661065416a4e451e1,4,at_least_one_earlier_non_pass,2,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,eb78c124cc256ca338de74e5,3,at_least_one_earlier_non_pass,1,1,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,ed043aa2b7edbdb82b5c8faf,4,at_least_one_earlier_non_pass,3,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,efdbcbf31edb2be45f57c55b,5,at_least_one_earlier_non_pass,4,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,java_repository,qwen3_coder_480b_a35b_instruct,fa45139dab549d317045f5c4,4,at_least_one_earlier_non_pass,3,0,java_repository__rq1__qwen3_coder_480b_a35b_instruct__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,024d2c77c429c3fef5d55a8f,5,at_least_one_earlier_non_pass,3,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,029ce415252e0ecd902df331,3,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,03aac3faedefcad31cdf022e,3,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,03f44f40ee124ab40b612269,4,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,073c1cba680ae2ba7b8f4ee9,5,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,0913e5a27df3b78cc5f5a7ee,5,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,0ba1fdd06392faaa1aa30481,4,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,0cb1997c15b9a20d6af9e390,3,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,0cdaed882ec3046839f5d121,3,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,0d37ae4872db664be79c3432,3,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,10a8c82547b59260c146b879,4,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,11ee6d8d21e8518107186326,5,at_least_one_earlier_non_pass,4,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,153b139bb440cc0c84c9603f,4,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,16464b0edff539e7465f37fe,4,at_least_one_earlier_non_pass,3,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,19748b43d74951d628300ed2,3,at_least_one_earlier_non_pass,2,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,197f4c9f3a0b6e982f601b21,4,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,19e4d7bb16387617a3992272,5,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,19ef9d5ce051643f5e099979,4,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,1a93a78bf15583a69d515ad5,5,at_least_one_earlier_non_pass,4,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,1aff970e7bc860a2af7c1387,4,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,1b966e38533ddf69670d0f63,5,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,1d2b560a660ce6bfc40b3e15,5,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,1e79fa3561ac583e5815d4c2,4,at_least_one_earlier_non_pass,2,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,1f264a5d1447080ea6e48bba,4,at_least_one_earlier_non_pass,2,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,2019c59f8b5999e9330521f9,5,at_least_one_earlier_non_pass,2,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,2b35d75e2d1a927bdab6f45d,5,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,2b36b973593d784a48378d30,3,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,2b3dc4151aa41419ecf57fe6,4,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,2d6b5e1d8fa897a96fcbedbe,4,at_least_one_earlier_non_pass,2,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,2df3adbb1741cfb2f1be38f5,4,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,31f19321d320fb51780475d5,4,at_least_one_earlier_non_pass,2,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,32c3c3d1621fb937e0239959,4,at_least_one_earlier_non_pass,3,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,386cba0685c480cf704a4038,4,at_least_one_earlier_non_pass,3,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,386ec0870a8055de5b2dc548,3,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,3961a4cb0fe3ca7a014d79e4,4,at_least_one_earlier_non_pass,2,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,39c1d1b98f88c1edca703457,4,all_earlier_turns_passed,0,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,39ce3dc6a64602cd34c35375,4,at_least_one_earlier_non_pass,2,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,3b19a2fb4b2e675cf011b44e,5,at_least_one_earlier_non_pass,2,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,3d205d52eb10cd85b7084d56,3,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,3e04e2c1e4d2d72b5912ac6b,4,at_least_one_earlier_non_pass,3,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,3e05eb93c40598da077a5d77,3,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,404f9373996ca1154c53bbd0,3,at_least_one_earlier_non_pass,2,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,406cf6eb54229e68174fdabb,3,all_earlier_turns_passed,0,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,4349d10da4f9db74a181addb,4,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,44c2307349870c2b6cbfd32d,3,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,455b016688370063e8d886c3,4,at_least_one_earlier_non_pass,2,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,4717db44e0cdfaf1c86aa27d,5,all_earlier_turns_passed,0,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,50bc2f5f4cad565ec979812c,3,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,525e2aa138456e8d985690bf,4,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,541b2d1fa0d3faf55c05f059,3,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,562e7fa01d376800d01bc40e,3,at_least_one_earlier_non_pass,2,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,579d8f80ed89085894c9ee65,3,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,58e158fb3e4887cae95c94bb,5,at_least_one_earlier_non_pass,4,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,596ccddd798f2af93250f389,4,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,5a896eecc62aeab5e39645e2,5,at_least_one_earlier_non_pass,3,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,5a8f9a9918a0798b6c3b3781,4,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,5ae87827e8764e1cdeb6d5b4,5,at_least_one_earlier_non_pass,4,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,5d89511099ccc86f77d5b80f,4,at_least_one_earlier_non_pass,3,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,5eae03c5028d11daf5bc869f,5,at_least_one_earlier_non_pass,2,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,5fcf4e160a9466d8c3d84e42,4,at_least_one_earlier_non_pass,3,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,60eb502c5a299c699ce2f9ca,3,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,67ebaa982466f36e94a8c60a,3,all_earlier_turns_passed,0,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,69787cae26e02e257db7e997,3,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,6c592bb088d0682d3f8537de,4,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,701c362123f1f38646c9dabf,5,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,707fb3b3b47df3da432d48a7,4,at_least_one_earlier_non_pass,3,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,71c0aa4329edbd7761fc0270,3,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,73d1cec61996ec681fc99777,4,at_least_one_earlier_non_pass,3,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,7ae70f5386eb85aa71ab3fd6,3,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,7b8884bc5c112891daa9b583,3,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,7c41fbd0b1d8505acf187f8c,5,at_least_one_earlier_non_pass,2,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,7e6c08a705825b425437b0fb,5,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,81ace7986af23ac72be7cea5,5,at_least_one_earlier_non_pass,2,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,84c8c3eef1cc32ae2b996637,4,at_least_one_earlier_non_pass,2,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,854b1b53638a9e13373b3a06,4,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,85dfdfea9c429af9f8f4a8c1,3,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,8664fc2ca53d55902668a86a,4,at_least_one_earlier_non_pass,1,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,87fb598e335c9c4af7eed368,4,at_least_one_earlier_non_pass,3,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,882b87546fb4e711769b22b6,4,at_least_one_earlier_non_pass,3,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,89846bf0fabe00264df448ed,3,at_least_one_earlier_non_pass,2,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,8ee837947ef36700593b3ea9,3,all_earlier_turns_passed,0,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,8f0c2cd064fd4a1e96427d65,4,at_least_one_earlier_non_pass,2,0,python_function__rq1__deepseek_v31_non_thinking__base__fh
rq1_fh_basic,Full History,python_function,deepseek_v31_non_thinking,90ca0f21f86a6cde481a4ff5,5,at_least_one_earlier_non_pass,1,1,python_function__rq1__deepseek_v31_non_thinking__base__fh
